body,timestamp,sender,read
<#> Your One Time Password(OTP) is 123045. Please do not share your OTP with anyone. Thank you for choosing Z2P. u544L8JrmBK,2019-10-22 07:31:04,TM-ZTPOTP,false
"Taalo Nahi, Le Daalo - Get 1 Crore Life Cover @ just Rs 490* per month. *T&C Apply

s.gi9.in/d4He3",2019-10-22 07:35:38,AD-044209,true
5daeb0 is the Verification Code to allow  bangaru priyanka to add you 8143333421 as association regarding Z2P loan account.,2019-10-22 08:06:25,TM-ZTPOTP,false
848856 is your verification code of ERupee. Please don't reveal the verification code to other people.,2019-10-22 08:13:46,VM-ERupee,true
RHINO FINANCE PRIVATE LIMITED has requested a bank account authorization. You can authorize through this link: https://rzp.io/i/aErgedH,2019-10-22 08:54:13,BZ-RZRPAY,true
"As per your request, One Time Password for Net Banking PIN request for CRN XX2120 is 824123",2019-10-22 09:21:33,VD-KOTAKB,true
Avail personal loan starting with Rs 1000. 100% Online Process. Direct Bank Transfer. Apply Now http://nmc.sg/jJlASwm,2019-10-22 09:34:10,QP-LOANHR,true
"ప్రియమైన జియో వినియోగదారునకు, . మీ కాలింగ్ నమూనా ప్రకారం మీరు జియో యేతర కాల్స్ చేయడానికి  కేవలం 20 రూ|| ల  ఐయుసి టాప్-అప్ తో  రీఛార్జ్ ను  చేయండి. జియో నుండి జియో కు ఉచిత కాల్స్ ను కొనసాగించండి. రీఛార్జ్ చేయడానికి ఈ లింక్ www.jio.com/r/idpVJvryt క్లిక్ చేయండి",2019-10-22 09:43:04,JD-620016,true
Your A/c XX3082 is credited with Rs. 3150.00 on 22-10-2019 thru UPI From sahilkhan4. A/c Balance is Rs.3150.89,2019-10-22 10:02:05,AD-ANDBNK,true
"Dear Customer, You have initiated process to add Andhra Bank accounts under UPI from okaxis . If you have not initiated, Call on 18004251515 immediately",2019-10-22 10:03:42,VM-ANDBNK,true
Your A/c XX3082 is debited with Rs. 2550.62 on 22-10-2019 thru UPI to loanfront.. A/c Balance is Rs.600.27,2019-10-22 10:05:37,AD-ANDBNK,true
Your A/c no. XXXX082 is credited with Rs 2264.00 on 22-10-2019. Ref no 929515194100. Current A/c Bal Rs 2864.27.,2019-10-22 10:09:17,AD-ANDBNK,true
[#] 642726 is the OTP for E-Signing your loan ID 1566867. This OTP is valid only for 5 mins. Please do not share this OTP with anyone. yDtg67XB0Qc,2019-10-22 10:09:57,VX-LNFRNT,true
Your A/c XX3082 is debited with Rs. 1310.95 on 22-10-2019 thru UPI to TELANAGANA. A/c Balance is Rs.1553.32,2019-10-22 10:11:52,AD-ANDBNK,true
<#> Your mobile number verification code for StashFin Account: 1913. /Yjwa4iBusS,2019-10-22 10:14:14,QP-STHFIN,true
Your A/c XX3082 is debited with Rs. 95.00 on 22-10-2019 thru UPI to Q09310611. A/c Balance is Rs.1458.32,2019-10-22 10:52:48,AD-ANDBNK,true
You just spoke to Roshan kumar from STASHFIN. For any further queries please call us at https://www.stashfin.com/contact-us.,2019-10-22 10:54:26,BZ-STHFIN,true
"Bainla Kumar, tyoharon ke mausam me ghar laye khushiyan, Payein Rs. 15 lakh tak ka Kotak Personal Loan. Abhi apply karein www.gs.im/k/?t=QDujmS4iMe8 . T&C apply",2019-10-22 11:13:20,QP-KOTAKB,true
Your A/c XX3082 is debited with Rs. 350.00 on 22-10-2019 thru UPI to kranthi.ga. A/c Balance is Rs.3782.32,2019-10-22 11:26:42,AD-ANDBNK,true
"Rs.85,000 pension p.a + Rs 12,97,000* to your nominee by investing smartly for 20 yrs

To know more Visit s.gi9.in/ea2jP",2019-10-22 11:33:56,AD-044209,true
"Rs.350.00 received from PAMMINA  SHILPA (8919640256@paytm) in your Paytm Payments Bank a/c 91XX3421. UPI Ref: 929541046651
",2019-10-22 12:12:26,BP-iPaytm,true
"Hi, Shivakumar! Remember Chicken Biryani. from Bawarchi? It's been a 281 long days since you met :( How about a reunion? m.swig.gy/2P6snhi",2019-10-22 12:38:43,AX-SWIGGY,true
RHINO FINANCE PRIVATE LIMITED has requested payment of INR 2850. You can pay through this link: https://rzp.io/i/dn8qC2f,2019-10-22 13:57:13,AX-RZRPAY,true
497082 is your Razorpay verification OTP for accessing saved cards on RHINO FINANCE PRIV. This code is valid till 19:34:12 IST. Do not share this with anyone.,2019-10-22 13:59:13,AX-RZRPAY,true
OTP for Online Transactions on your AB Debit Card ending 5497 is XBK-770327.Valid for 3 min.Dt  22-10-19 19.29,2019-10-22 13:59:47,AX-ANKBNK,true
"Rs.1000 cashback on Zomato Gold - use code DIWALIGOLD & get Rs.200 OFF on your next 5 food delivery orders. Offer expires soon, HURRY! https://zoma.to/gd",2019-10-22 14:24:09,AX-ZOMATO,true
Your A/c XX3082 is debited with Rs. 300.00 on 22-10-2019 thru UPI to thuppathis. A/c Balance is Rs.632.32,2019-10-22 14:26:42,AD-ANDBNK,true
Your A/c XX3082 is debited with Rs. 400.00 on 22-10-2019 thru UPI to slaxman786. A/c Balance is Rs.232.32,2019-10-22 14:27:43,AD-ANDBNK,true
Festive Season Exclusive: Fit Wali Diwali Sale starts 24-Oct! 2 months FREE + Rs.750 OFF on 6-month Cult Pack. Explore offers now >> cure.app.link/9P8fe6dAZ0,2019-10-22 14:48:05,TX-CUREFT,false
Your A/c XX3082 is debited with Rs. 200.00 on 22-10-2019 thru UPI to bangarupri. A/c Balance is Rs.32.32,2019-10-22 14:59:56,AD-ANDBNK,true
Your A/c XX3082 is debited with Rs. 30.00 on 22-10-2019 thru UPI to bangarupri. A/c Balance is Rs.2.32,2019-10-22 15:04:13,AD-ANDBNK,true
We urge you to discuss your payment obligations with the bank and commence repayment.,2019-10-22 15:14:22,TX-HDFCCC,true
[Wificash]Your applied loan has been made successfully with the loan amount of 2674.0 rupees and repayment date on Oct 28 2019.Please repay on time.,2019-10-22 15:37:28,BZ-WFCASH,true
The Secret OTP for Online Purchase is 506504 on card ending 6536. Valid for the next 3 minutes. Do not share OTP for security reason.,2019-10-22 17:33:06,VM-PAYTMB,true
Rs.350.00 paid at PAYTM on 22-10-2019 using Paytm Debit Card. Updated Balance : Rs.1. Ref Num:929523122976. Queries? Call 01204456456,2019-10-22 17:34:17,VM-PAYTMB,true
"Paid Rs. 159 to Paytm Mobile Bill Payment on Oct 22, 2019 23:06:26 with Ref: 27048444179. For more details, visit https://p-y.tm/aNp-luQ",2019-10-22 17:36:26,VM-iPaytm,true
"We have received recharge request for your Jio connection. Transaction ID : 5483937011
Please keep this transaction ID for future reference. Once the recharge is successful, you will receive a confirmation message. 
To check recharge status, click https://www.jio.com/recharge_history or dial 1991 from your Jio number.",2019-10-22 17:36:28,JM-JIONET,true
"Hi! To avoid call & data service disconnection on your Airtel No. 8143333421, please pay Rs 604.69 immediately. Pay via Airtel Thanks App - www.airtel.in/5/coll or visit an Airtel Store. Please ignore if already paid.",2019-10-23 03:03:59,AA-AIRCOL,true
<#> Your mobile number verification code for StashFin Account: 1440. /Yjwa4iBusS,2019-10-23 03:14:38,QP-STHFIN,true
Your a/c no. XXXXXXXX7346 is credited for Rs.3339.00 on 23-10-19 by a/c linked to mobile XXXXXXX111 (IMPS Ref no 929609116756).,2019-10-23 03:32:15,VK-KOTAKB,true
"[CashIn] Loan success notification: Your application for CashIn loan is RS 3339, The loan has been released to linked Bank Card (7346), See details http://bit.ly/30FOJZO",2019-10-23 03:32:35,VM-CashIn,true
"Your a/c no. XXXXXXXX7346 is debited for Rs.3569.00 on 23-10-19 and a/c  XXXXXXX3082  credited (IMPS Ref no 929609685832).To report fraud or raise dispute, click kotak.com/fraud",2019-10-23 03:52:45,VK-KOTAKB,true
Your A/c no. XXXX082 is credited with Rs 3569.00 on 23-10-2019. Ref no 929609685832. Current A/c Bal Rs 3571.32.,2019-10-23 04:07:38,AD-ANDBNK,true
Your A/c XX3082 is debited with Rs. 1560.00 on 23-10-2019 thru UPI to ali9898wah. A/c Balance is Rs.2011.32,2019-10-23 04:14:45,AD-ANDBNK,true
Are you getting Richer day by day? No? Now just save Rs 4000 PM and get richer with guaranteed returns. Secured your loved ones too. Call 022-66116085. T&C A,2019-10-23 05:01:52,VK-040881,true
Your A/c XX3082 is debited with Rs. 119.10 on 23-10-2019 thru UPI to Q31792030. A/c Balance is Rs.1892.22,2019-10-23 05:06:39,AD-ANDBNK,true
"Want free delivery & super deals?

Upgrade to Rs499 plan & enjoy Amazon Prime membership at no cost on your Airtel number.

Click www.airtel.in/5/plan499a",2019-10-23 05:20:28,AA-650016,true
You have received 1GB additional data voucher on your Jio Number 9182108704. Please visit My Vouchers section in MyJio app to redeem the voucher or click https://www.jio.com/my_voucher,2019-10-23 05:37:37,JG-JIONET,true
"Paid Rs.200 to 9014306143 at Oct 23, 2019 11:12:10 using Paytm Balance. Updated Balance: Paytm Wallet- Rs 11 For queries, visit http://m.p-y.tm/care",2019-10-23 05:42:13,VM-iPaytm,true
"Did you know? Over  1,751  restaurants in Hyderabad have been rated 4+ on Swiggy. See who made it to the list: m.swig.gy/329Eb5S",2019-10-23 05:44:57,BP-SWIGGY,true
"Did you know? Over  1,751  restaurants in Hyderabad have been rated 4+ on Swiggy. See who made it to the list: m.swig.gy/329Eb5S",2019-10-23 07:08:11,QP-SWIGGY,true
"ప్రియమైన జియో వినియోగదారునకు, . మీ కాలింగ్ నమూనా ప్రకారం మీరు జియో యేతర కాల్స్ చేయడానికి  కేవలం 20 రూ|| ల  ఐయుసి టాప్-అప్ తో  రీఛార్జ్ ను  చేయండి. జియో నుండి జియో కు ఉచిత కాల్స్ ను కొనసాగించండి. రీఛార్జ్ చేయడానికి ఈ లింక్ www.jio.com/r/id21dWCo7 క్లిక్ చేయండి",2019-10-23 09:30:25,JD-620016,true
Your A/c XX3082 is debited with Rs. 1000.00 on 23-10-2019 thru UPI to padmalatha. A/c Balance is Rs.892.22,2019-10-23 10:49:03,AD-ANDBNK,true
"Watch Election updates LIVE! This Festive Season, d2h brings dhamaka Offer for YOU!!Recharge with 3 months and get 14 days EXTRA. Recharge NOW!!!!",2019-10-23 10:56:07,TX-MYDTUH,true
Your A/c XX3082 is credited with Rs. 18.00 on 23-10-2019 thru UPI From goog-payme. A/c Balance is Rs.910.22,2019-10-23 17:12:31,AD-ANDBNK,true
"Dear Baindla Shiva Kumar, HDFC BANK LTD has requested payment for INR 22459.40 Tap on the link below to pay https://payzapp.biz.hdfcbank.com/pnyKK3EA9",2019-10-23 21:41:45,VK-PAYZAP,false
"Dear Baindla Shiva Kumar, HDFC BANK LTD has requested payment for INR 22459.40 Tap on the link below to pay https://payzapp.biz.hdfcbank.com/pny5MY9YV",2019-10-23 21:46:16,VM-PAYZAP,false
"Dear Baindla Shiva Kumar, HDFC BANK LTD has requested payment for INR 22459.40 Tap on the link below to pay https://payzapp.biz.hdfcbank.com/pny8K4LNW",2019-10-23 21:59:01,VM-PAYZAP,false
"Dear Baindla Shiva Kumar, HDFC BANK LTD has requested payment for INR 22459.40 Tap on the link below to pay https://payzapp.biz.hdfcbank.com/pny6SM67C",2019-10-23 22:25:20,VM-PAYZAP,false
"Dear Baindla Shiva Kumar, HDFC BANK LTD has requested payment for INR 22459.40 Tap on the link below to pay https://payzapp.biz.hdfcbank.com/pnyAM1R9X",2019-10-23 22:36:18,VM-PAYZAP,false
"Dear Customer,Your IIFL Gold Loan No. GL12060413 for INR 67740.00, installment is due on 29 October 2019, due amount is INR 3750. Pls pay on time to avoid charges",2019-10-24 02:40:11,AX-IIFLFN,true
<#> Your mobile number verification code for StashFin Account: 2797. /Yjwa4iBusS,2019-10-24 02:44:13,QP-STHFIN,true
"[Mi Credit] 333938 is your unique OTP for Mi Credit, valid for 3 minutes. Pls do not share this code with anyone for security reasons.",2019-10-24 02:47:54,AD-MiCred,true
"Dear Consumer, The password to your Experian Credit Information Report with transaction Id- 98450822 is: 1571885290765 The report has been sent to the email id: shivakumar1628 gmail.com as provided by you.",2019-10-24 02:48:14,TX-ECVOPS,true
"Dear Customer, We have dispatched a new Net Banking password as per request. You will be receiving the same shortly.",2019-10-24 03:02:10,VD-KOTAKB,true
"Your mobile number and device is successfully captured for UPI registration.
",2019-10-24 03:12:39,VD-HDFCBK,false
UPI payment registration on Mobikwik app has begun. If it is not initiated by you please report immediately to your bank to avoid any financial loss,2019-10-24 03:12:44,VD-HDFCBK,false
"As per your request, Kotak Bank account has been linked on UPI enabled App. Call on 18602662666 to report if it is not performed by you.",2019-10-24 03:12:46,VD-KOTAKB,true
"Do you use e-wallets for Bills/Grocery? ?Switch to payzapp & avail upto 3000 CashBack in just One Click on recharge, Bills, Grocery &more. bit.ly/PZAPDWD *T&C",2019-10-24 03:12:48,BZ-HDFCBN,false
"You have successfully registered for UPI payment on Mobikwik. If not you, please report immediately to your bank. Do not share your card details/OTP/ATM PIN with anyone.",2019-10-24 03:17:50,VD-HDFCBK,false
Make the most of Dhanteras@METRO. Lowest prices guaranteed on electronics. ASSURED SILVER COINS on purchase of Rs8k & above. 5% cashback on SBI credit cards.T&C,2019-10-24 03:43:14,AX-METROW,true
Save with Tax Benefit on your Insurance and stay protected. Get Life Cover + Maturity benefit of Rs 39 Lacs by saving Rs 4000 pm. Call 022-66116085. T&C A.,2019-10-24 05:03:04,VK-040851,false
"Rs.85,000 pension p.a + Rs 12,97,000* to your nominee by investing smartly for 20 yrs

To know more Visit http://ds3.in/s.s?W87BRT24",2019-10-24 05:19:14,BP-RETIRE,true
Get an iPhone XR @Rs24950* with assured buy back offer exclusively with IDFC FIRST Bank. T&C apply*,2019-10-24 05:34:21,QP-IDFCBK,true
"Rs.85,000 pension p.a + Rs 12,97,000* to your nominee by investing smartly for 20 yrs

To know more Visit http://ds3.in/s.s?W87BRT24",2019-10-24 05:34:59,BP-RETIRE,true
"Your contacts have liked your Hello Tune by pressing #. To keep a track on your LIKES, Dial *646*100#.  For More tunes call 543215 (tollfree)",2019-10-24 05:58:20,AA-OMHTUN,false
"Hi! SAMCO's Beginner StockBasket generated 4.54% in just 23 days, Complete your a/c NOW to invest in expert selected stocks sam-co.in/acJukxuP6n1Oz",2019-10-24 07:15:41,BZ-SAMCOO,false
Don't hold back! Make the most of the festive season sales with an Instant hassle-free Personal Loan starting at an EMI of just Rs.1400. Apply Now: bit.ly/2kIiLMG,2019-10-24 07:22:45,BP-INDIAL,true
"Paid Rs. 10 to Paytm Mobile Bill Payment on Oct 24, 2019 15:06:06 with Ref: 27073722482. For more details, visit https://p-y.tm/UQV-SY4",2019-10-24 09:36:08,VK-iPaytm,true
"Congratulations! Get approx Rs 62,500 monthly income with guaranteed 25 lac returns on maturity. Invest less than Rs. 21* everyday. http://bit.ly/PolNo",2019-10-24 10:20:37,AX-HTNEWS,true
Dear 81433334XX Get end-to-end home interiors by expert with 10year warranty & EMI.Get superior quality materials with transparent pricing http://1kx.in/hARTCI,2019-10-24 10:30:25,BT-HOMEFX,false
"This Diwali, spend min Rs 5000 with Kotak 811 - Pay bills, shop/book flight or train tickets on in-app mall KayMall & more & go to Dubai.T&C: bit.ly/2na3nti",2019-10-24 10:40:09,QP-KOTAKB,true
"Get StashFin Card. Free ATM use, lower than credit card APR upto Rs. 5 lacs payable in 42 mnths. Apply https://www.stashfin.com/surl/ZbO5VDlXIM",2019-10-24 11:13:03,BZ-STHFIN,true
"Sales Ending soon! Last chance to buy at Diwali prices on Flipkart, Tata Cliq, Myntra, Quikr.. with IDFC FIRST Bank InstaCred EMI. Click bit.ly/2ndC16g TnC app",2019-10-24 15:30:17,QP-IDFCBK,true
Your A/c XX3082 is debited with Rs. 100.00 on 24-10-2019 thru UPI to 8187050802. A/c Balance is Rs.810.22,2019-10-24 15:37:06,AD-ANDBNK,true
Your A/c XX3082 is debited with Rs. 100.00 on 24-10-2019 thru UPI to billdesk.v. A/c Balance is Rs.710.22,2019-10-24 16:08:49,AD-ANDBNK,true
"మీ జియో నంబర్ 9182108704  పై 1.50 GB హై స్పీడ్ ఇంటర్నెట్  డేటా నుంచి 24-Oct-19 23:16 నాటికి 50% ఉపయోగించారు. మీ బ్యాలన్స్ మరియు వినియోగించిన వివరాలు ట్రాక్ చేయడానికి 1299 మీద మిస్స్ డ్  కాల్ ఇవ్వండి. మీ జీయో అకౌంట్ ను ఎలా మేనేజ్ చేయాలో, మరింత తెలుసుకోవడానికి, ఈ https://youtu.be/mKc7vFW0BBc 
లింకు ను క్లిక్ చేయండి. మీ ప్రస్తుత బ్యాలెన్స్, చెల్లుబాటు, ప్లాన్ వివరాలు మరియు ఉత్తేజకరమైన రీఛార్జ్ ప్రణాళికల కోసం 1991 డయల్ చేయండి",2019-10-24 17:53:36,JA-JioPay,true
"You have used 50% of your 1.50 GB daily high speed data quota on your Jio Number 9182108704 as of 24-Oct-19 23:16. To track your balance and usage, give a missed call to 1299. To know more on how to manage your Jio account, click https://youtu.be/SZpJCHV4gdg
Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.",2019-10-25 03:35:43,JA-JioPay,true
"Alert: There is an overdue of Rs 604 on your Airtel No. 8143333421. To resume the services, pay via Airtel Thanks App - www.airtel.in/5/coll or walk-in to an Airtel Store. Services will be restored within 4hrs of cash & 48hrs of cheque payment.",2019-10-25 03:37:48,AA-AIRCOL,true
"Hi, we have registered the Service Request via Reference No. 31-2597953012548 for your Airtel Mobile. The same will be closed within 14 Working Days.. To check the status, SMS SR (ref. no.) to 121.",2019-10-25 03:48:39,AA-AIRTEL,true
Only on Dhanteras - 50% OFF on select stainless steel/copper articles @METRO! ASSURED SILVER coins on purchase of Rs8k & above.More http://bit.ly/2MJyd6I .T&C,2019-10-25 04:03:20,AD-METROW,true
"Hi, you are running late! Bill payment of Rs 605 that was due on 15-OCT-19 (period: 26-AUG-19 TO 26-SEP-19) is pending for Airtel No. 8143333421. Pay now via Airtel Thanks App - www.airtel.in/5/coll. Ignore if already paid.",2019-10-25 04:16:06,AA-AIRBIL,true
"Greetings from Airtel!Home Wi-Fi is now your entertainment pass.Get Netflix,Amazon Prime & Airtel Xstream App Premium as part of your plan Call 04040000121 T&C",2019-10-25 04:21:21,AA-650016,true
You have deposited Rs. 5500 into account XXXX3082 through BNA on 25-10-2019. A/c Balance is Rs. 6210.22,2019-10-25 04:26:11,AD-ANDBNK,true
Your A/c XX3082 is debited with Rs. 50.00 on 25-10-2019 thru UPI to Q72346894. A/c Balance is Rs.6160.22,2019-10-25 04:37:25,AD-ANDBNK,true
"Latest Galaxy M30s with Massive 6000mAh Battery,48MP Triple Camera,16.21cm(6.4in) Infinity U Display. Starts @ Rs. 13,999. TnC http://1kx.in/9a6rpk",2019-10-25 04:56:52,MD-SAMSNG,true
Salary credited in your bank account? Save Rs 4000 Pm and get Rs 39 Lacs on Maturity + Tax Benefit + life cover of 12 lacs. Call 022-66116085 now! T&C Apply,2019-10-25 05:03:38,VK-040904,false
"Thanks for calling Airtel call center. We'd like to hear about your recent experience. To share your feedback, please click on the link : https://www.airtel.in/help/nps?msisdn=8143333421&sentTimestamp=1571975313000",2019-10-25 05:18:00,51026,false
Your A/c XX3082 is debited with Rs. 500.00 on 25-10-2019 thru UPI to 6221149339. A/c Balance is Rs.5660.22,2019-10-25 05:38:30,AD-ANDBNK,true
Congratulations! Get 7 days FREE preview of Movies Active on d2h ch#222 by giving a Missed Call on 18003150009. After that Rs59+GST/mnth will be charged.TnC,2019-10-25 05:48:07,TX-MYDTUH,true
"Bawarchi, Crystal Restaurant and Mehfil are the most popular restaurants in your area on Swiggy. So, how about ordering from them today? m.swig.gy/329Eb5S",2019-10-25 06:20:51,BP-SWIGGY,true
On this DHANTERAS shop @RELIANCE JEWELS & Get Flat 25% OFF on Gold Coins making charges & also avail offers on Gold and Diamond Jewelry.http://1kx.in/D2Nks9hdpgr,2019-10-25 06:45:47,AD-RJEWLS,false
"Reliance Digital & My Jio Stores: Festival of Electronics. 15% CASHBACK + ASSURED GIFTS + CHANCE TO WIN upto 1kg Gold, Cars & more.T&C http://bit.ly/2qBokPG",2019-10-25 06:59:37,TL-RDIGTL,true
"Reliance Digital & My Jio Stores: Festival of Electronics. 15% CASHBACK + ASSURED GIFTS + CHANCE TO WIN upto 1kg Gold, Cars & more.T&C http://bit.ly/2qBokPG",2019-10-25 07:04:33,TL-RDIGTL,true
"Bawarchi, Crystal Restaurant and Mehfil are the most popular restaurants in your area on Swiggy. So, how about ordering from them today? m.swig.gy/329Eb5S",2019-10-25 07:16:44,QP-SWIGGY,true
Uber: Celebrate the festive spirit with your loved ones. Use code ICRIDE50 to get 50% off 2 Uber Intercity rides pan India! Valid till Nov 15. t.uber.com/ir50,2019-10-25 07:48:12,TX-INdUbR,true
"Dear Customer,Your IIFL Gold Loan No. GL11623229 for INR 50030.00, installment is due on 30 October 2019, due amount is INR 3802. Pls pay on time to avoid charges",2019-10-25 08:28:37,VK-IIFLFN,true
Max Life Term Insurance made for those who want to protect their family & SAVE upto 40% on premium. Get 1 Cr. Cover @ Rs. 493/month. T&C* http://nmc.sg/jJQM2OC,2019-10-25 08:41:16,QP-GTGIFT,true
"You have 0 balance left in Voice - Non Jio account for your FREE 30 MINS PROVIDED BY JIO plan on Jio Number 9182108704 as of 25-Oct-19 20:20 Hrs. 
To recharge, click https://www.jio.com/browse_plans?id=2
Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.",2019-10-25 14:54:30,JA-JioPay,true
"మీ జియో నంబర్ 9182108704 పై 25-Oct-19 20:20 Hrs. నాటికి మీ FREE 30 MINS PROVIDED BY JIO ప్లాన్ మీద Voice - Non Jio లో '0"" బ్యాలన్స్ మిగిలి ఉంది.  మా దగ్గర ఉన్న ఆడ్ ఆన్ ప్యాక్ రేంజ్ నుండి రీఛార్జ్ చేయడానికి, ఈ లింకు  https://www.jio.com/browse_plans?id=2 ను క్లిక్ చేయండి
ప్రస్తుత బ్యాలన్స్, వ్యాలిడిటీ, ప్లాన్ వివరాలు ఇంకా ఉత్తేజకరమైన రీచార్జ్  ప్లాన్ల వివరాలకు 1991 కు కాల్ చేయండి",2019-10-25 14:54:33,JA-JioPay,true
"<#>  Your Kissht OTP for Login: 135707
ppOElbUOwxz",2019-10-25 15:36:22,QP-Kissht,true
OTP for Online Transactions on your AB Debit Card ending 5497 is HDE-187023.Valid for 3 min.Dt  25-10-19 21.10,2019-10-25 15:41:00,AX-ANKBNK,true
OTP for Online Transactions on your AB Debit Card ending 5497 is ZCS-133318.Valid for 3 min.Dt  25-10-19 21.11,2019-10-25 15:42:09,AX-ANKBNK,true
"Rs. 90 transferred to 9390458297 at Oct 25, 2019 20:57:22. Updated Balance Rs. 1 For queries, visit http://m.p-y.tm/care ",2019-10-25 15:42:10,AX-iPaytm,true
OTP for Online Transactions on your AB Debit Card ending 5497 is APB-153920.Valid for 3 min.Dt  25-10-19 21.23,2019-10-25 15:54:17,AX-ANKBNK,true
"100 transferred from your wallet to A/c No XXXXXXXXXXX3082 on Oct 25, 2019 21:24:50 . Updated Wallet Balance: Rs.0.  For queries, visit http://m.p-y.tm/care",2019-10-25 15:54:52,VK-iPaytm,true
CashBean: Your loan is now paid back. Relax and enjoy the better credit for future loans! Looking forward to serving you again!,2019-10-25 15:59:24,QP-CASHBN,true
"Exclusive for Best you!Apply for your Diwali expense and repay before/on due date，you'll get the chance to win Rs.60000 Cash,Iphone 11,CashBean VIP etc. Lots of surprises are waiting for you >>> http://bit.ly/CashBeanpop",2019-10-25 15:59:34,QP-CASHBN,true
"DHANTERAS DHAMAKA @South India Jewelers.Buy 1gm Gold ornaments & Get 2gms Silver FREE VA 0% onwards for Gold Jewellery,No making/wastage on Silver articles.T&C",2019-10-25 16:00:26,BP-SISMAL,true
"Dear Customer, You have initiated process to add Andhra Bank accounts under UPI from paytm . If you have not initiated, Call on 18004251515 immediately",2019-10-25 16:17:24,VM-ANDBNK,true
"మీ జియో నంబర్ 9182108704  పై 1.50 GB హై స్పీడ్ ఇంటర్నెట్  డేటా నుంచి 25-Oct-19 23:56 నాటికి 50% ఉపయోగించారు. మీ బ్యాలన్స్ మరియు వినియోగించిన వివరాలు ట్రాక్ చేయడానికి 1299 మీద మిస్స్ డ్  కాల్ ఇవ్వండి. మీ జీయో అకౌంట్ ను ఎలా మేనేజ్ చేయాలో, మరింత తెలుసుకోవడానికి, ఈ https://youtu.be/mKc7vFW0BBc 
లింకు ను క్లిక్ చేయండి. మీ ప్రస్తుత బ్యాలెన్స్, చెల్లుబాటు, ప్లాన్ వివరాలు మరియు ఉత్తేజకరమైన రీఛార్జ్ ప్రణాళికల కోసం 1991 డయల్ చేయండి",2019-10-25 18:26:09,JA-JioPay,true
"You have used 50% of your 1.50 GB daily high speed data quota on your Jio Number 9182108704 as of 25-Oct-19 23:56. To track your balance and usage, give a missed call to 1299. To know more on how to manage your Jio account, click https://youtu.be/SZpJCHV4gdg
Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.",2019-10-26 01:41:15,JA-JioPay,true
"Hi! To avoid call & data service disconnection on your Airtel No. 8143333421, please pay Rs 604.69 immediately. Pay via Airtel Thanks App - www.airtel.in/5/coll or visit an Airtel Store. Please ignore if already paid.",2019-10-26 02:45:51,AA-AIRCOL,true
CashBean:Your application is approved. Please confirm and complete E-sign then get your money. Valid for 2 day!,2019-10-26 03:11:25,QP-CASHBN,true
"CashBean: Money is transferred to your account, please repay on time and unlock higher loan amount for next time! Click the link to take this survey: http://bit.ly/32O8Q9H",2019-10-26 03:12:25,QP-CASHBN,true
"Introducing Airtel Xstream Fibre!

Get speeds upto 100mbps and unlimited Local, STD calls only for Rs799.

To know more, visit airtel.in/broadband",2019-10-26 03:49:06,AA-650016,true
Tired of slow speed?Now get 100Mbps with 4 months free internet effectively @ 700.Get connected to ACT Fibernet and feel the advantage .Call 8464070819.T&C,2019-10-26 04:01:03,QP-ACTGRP,true
"Rs.50,00,000 Health Cover
Cashless treatment across 6.5k hospitals+AYUSH coverage
EASY Pay in EMI* T&CA
For FREE Quote Click http://ds3.in/s.s?5YLJ6724",2019-10-26 04:43:50,BP-HEALTH,true
Do you wish to receive a second income? Receive Rs.1 Lac per year for 20 years by paying Rs.288 per day for 10 Years. Call 022-66116085 T&C A,2019-10-26 04:46:09,VK-040901,true
"Dear WifiCash customer, your repayment date Oct 28 2019. Your total due amount is 3500.0. We request you to make payment on due date and enjoy further loan with less formalities. You can make online transfer on WifiCash App as well as offline deposit to the Chadha Finance Limited account as mentioned in contract. Please Do fill your Mobile Number in the Remarks when you make the repayment for speedy update. Thank you!",2019-10-26 04:58:31,BZ-WFCASH,true
"Rs.50,00,000 Health Cover
Cashless treatment across 6.5k hospitals+AYUSH coverage
EASY Pay in EMI* T&CA
For FREE Quote Click http://ds3.in/s.s?5YLJ6724",2019-10-26 04:58:36,BP-HEALTH,true
Happiness spread across with all new Mi TV at Happi Mobiles store. Get 10% Cashback on HDFC cards. Visit: happimobiles.com/mfd/ Call: 9100412345,2019-10-26 06:23:56,AX-MHAPPI,true
"This Festive Season, d2h brings dhamaka Offer for YOU!!Recharge with 3 months and get 14 days EXTRA. Limited period OFFER. Recharge NOW!!!!",2019-10-26 06:29:06,TX-MYDTUH,true
Don't hold back! Make the most of the festive season sales with an Instant hassle-free Personal Loan starting at an EMI of just Rs.1400. Apply Now: bit.ly/2k062oi,2019-10-26 07:02:21,AX-INDIAL,true
"This Festive Season,bring home a new Samsung Convertible Refrigerator & get exclusive 7% discount. Use coupon code REF7 till Oct 31.TnC http://1kx.in/9uL24Z",2019-10-26 07:54:33,MD-SAMSNG,true
"You are awesome for using Wynk Music! May we suggest you to try Airtel TV to watch Bahubali, Friends, Kapil Sharma show, CID &amp; more - http://mov.wynk.in/movies",2019-10-26 08:25:08,AA-WYNKED,true
